Address,Latitude,Longitude,Name,Risk Category Improved,Violation Description Improved,Avg. Inspection Score,Avg. Rating
600 O'Farrell St,37.78568649,-122.4149017,Deena's Market,Low Risk,Unclean or degraded floors walls or ceilings,85,2.5
1142 Valencia St,37.75468,-122.42119,Deccan Spice,Low Risk,Unclean nonfood contact surfaces,75,4
301 King St,37.77575688,-122.3935629,Death by Taco,No Risk,No violation found,100,4
1109 Fillmore St,37.77983,-122.432233,DBC Restaurant,Low Risk,Improper storage of equipment utensils or linens,90,4.5
845 Market St,37.784226,-122.40618,DAVIDsTEA,Moderate Risk,Moderate risk food holding temperature,92,4
845 Market St,37.784226,-122.40618,DAVIDsTEA,Low Risk,Unclean or degraded floors walls or ceilings,98,4
845 Market St,37.784226,-122.40618,DAVIDsTEA,Low Risk,Permit license or inspection report not posted,98,4
845 Market St,37.784226,-122.40618,DAVIDsTEA,Low Risk,Inadequate dressing rooms or improper storage of personal items,88,4
474 Geary St,37.7871374,-122.4110411,David's Delicatessen,Low Risk,Improper food storage,84,2
212 Ritch St,37.7806091,-122.3961443,Darwin Cafe,Low Risk,Unclean or degraded floors walls or ceilings,92,4
470 3rd St,37.7815,-122.39645,Dartealing Lounge,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,94,4
2731 Taylor St,37.80753,-122.41587,Darren's Cafe,Low Risk,Improper storage of equipment utensils or linens,96,4
417 Castro St,37.76227,-122.43494,Dapper Dog,Moderate Risk,Improper thawing methods,90,4
154 Ellis St,37.7855284,-122.4088907,Daniel's Cafe,Moderate Risk,Moderate risk food holding temperature,92,4
200 Eddy St,37.78432,-122.41124,Daldas Grocery,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,3
347 Geary St,37.78722511,-122.4089868,Daily Grill,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,74,3.5
2450 Clement St,37.782156,-122.485709,Daigo Sushi,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
2736 24th St,37.752975,-122.4071608,Dagwood & Scoops,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,4
65 Post St,37.78884792,-122.403108,Dada Bar,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4
2778 24th St,37.7531,-122.4078,D’Maize,Low Risk,Unclean nonfood contact surfaces,96,4.5
407 Clement St,37.78273,-122.46361,D & A Cafe,High Risk,Unclean hands or improper use of gloves,72,3
1385 9th Ave,37.76238,-122.46641,CyBelle's Front Room,Low Risk,Inadequate dressing rooms or improper storage of personal items,91,4
659 Valencia St,37.76225863,-122.4215418,Curry Up Now,Moderate Risk,Moderate risk food holding temperature,92,3.5
943 Columbus Ave,37.80308,-122.41452,Curry Leaf,Low Risk,Improper food storage,90,4.5
2417 California St,37.78869,-122.43405,Curbside Cafe,Low Risk,Unclean or degraded floors walls or ceilings,83,4
451 9th St,37.77211,-122.4091,Cups And Cakes Bakery,Low Risk,Inadequate dressing rooms or improper storage of personal items,96,4
2810 Diamond St,37.73429,-122.43417,Cuppa,Low Risk,Unapproved or unmaintained equipment or utensils,94,3.5
6 Monterey Blvd,37.73245018,-122.4347488,Cup Cafe,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,96,5
3500 Geary Blvd,37.7816658,-122.4568405,Cup & Cake Cafe,Low Risk,Food safety certificate or food handler card not available,90,4
4726 Mission St,37.72271,-122.43665,Cumaica Coffee,Low Risk,Unapproved or unmaintained equipment or utensils,92,3.5
3486 Mission St,37.74097,-122.42318,Cuisine of Nepal,Moderate Risk,Moderate risk food holding temperature,90,4.5
1475 Polk St,37.7903,-122.420918,Crustacean,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,3.5
1475 Polk St,37.7903,-122.420918,Crustacean,Moderate Risk,Foods not protected from contamination,96,3.5
1475 Polk St,37.7903,-122.420918,Crustacean,Low Risk,Inadequate dressing rooms or improper storage of personal items,92,3.5
1746 Post St,37.785756,-122.430597,Crown and Crumpet,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,4
899 Hyde St,37.78892,-122.41714,Crostini & Java,No Risk,No violation found,100,5
699 Delancey St,37.7831325,-122.3890356,Crossroads Cafe,Moderate Risk,Moderate risk food holding temperature,90,4
1596 Market St,37.77433133,-122.4204208,Crossroad Pizzeria,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
624 Irving St,37.76435,-122.46467,Crepevine Restaurants,Low Risk,Inadequate dressing rooms or improper storage of personal items,94,4
1220 Polk St,37.788065,-122.4199865,Crepes Ooh La La,Moderate Risk,Moderate risk food holding temperature,94,4
100 Carl St,37.76589966,-122.4502716,Crepes On Cole,Moderate Risk,Foods not protected from contamination,88,3.5
222 Second St,37.78631,-122.39823,Creperie Saint Germain,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,79,3.5
222 Second St,37.78631,-122.39823,Creperie Saint Germain,Low Risk,Unclean or degraded floors walls or ceilings,90,3.5
5 Embarcadero Ctr,37.794621,-122.39576,Crepe & Curry,Low Risk,Improper storage of equipment utensils or linens,87,3
5 Embarcadero Ctr,37.794621,-122.39576,Crepe & Curry,High Risk,No hot water or running water,93,3
360 Pine St,37.79217,-122.40202,Credo,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4
3106 16th St,37.7649287,-122.4220293,CREAM,No Risk,No violation found,100,4
2257 San Jose Ave,37.72088,-122.44626,Crazy Pepper,Low Risk,Unclean or degraded floors walls or ceilings,79,3.5
1598 Yosemite Ave,37.72690738,-122.3912631,Craftsman and Wolves - The Den,No Risk,No violation found,100,4
746 Valencia St,37.7609695,-122.4218206,Craftsman and Wolves,Low Risk,Unapproved or unmaintained equipment or utensils,91,4
1434 18th St,37.76266,-122.39719,Cracked & Battered,Moderate Risk,Moderate risk food holding temperature,96,4.5
965 Sutter St,37.7881508,-122.4160385,Cozy Cafe,Low Risk,Unclean or degraded floors walls or ceilings,98,4.5
519 Powell St,37.7894845,-122.408827,cozy Cable Car Cafe,High Risk,High risk vermin infestation,91,3.5
981 Mission St,37.78114,-122.40788,Covo Café & Tap Lounge,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,4.5
655 Ellis St,37.7839825,-122.4169689,Cova Hotel,Low Risk,Food safety certificate or food handler card not available,94,3.5
761 Post St,37.787394,-122.414446,Courtyard San Francisco Union Square,No Risk,No violation found,100,3
101 Castro St,37.7671814,-122.4354172,Courtney Produce,Moderate Risk,Moderate risk vermin infestation,79,4.5
800 S Van Ness Ave,37.76030025,-122.4171513,Counter Offer,Low Risk,Low risk vermin infestation,90,4.5
490 Pacific Ave,37.7975,-122.40336,Cotogna,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
1668 Union St,37.79844,-122.42679,Corsagna Deli,No Risk,No violation found,100,4.5
100 Van Ness Ave,37.776631,-122.419259,Corridor Cafe,Low Risk,Unapproved or unmaintained equipment or utensils,92,4
4342 California St,37.78529,-122.46422,Corks,Low Risk,Other low risk violation,98,4.5
301 Rolph St,37.71362,-122.43627,Cordova Market,Low Risk,Food safety certificate or food handler card not available,86,4
1574 California St,37.7907203,-122.4205111,Cordon Bleu,Low Risk,Unclean or degraded floors walls or ceilings,80,4
The Embarcadero,37.798588,-122.396639,Coqueta,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4
1635 Divisadero St,37.78479,-122.4403534,Cool Cravings,Low Risk,Food safety certificate or food handler card not available,83,4.5
1635 Divisadero St,37.78479,-122.4403534,Cool Cravings,High Risk,Unclean or unsanitary food contact surfaces,87,4.5
1488 Pine St,37.78975533,-122.4201818,Cookie Love,Low Risk,Low risk vermin infestation,98,4.5
1415 Larkin St,37.79108176,-122.4192506,Contraband Coffee Bar,Low Risk,Food safety certificate or food handler card not available,96,4
100 Connecticut St,37.7648964,-122.3978982,Connecticut Yankee,High Risk,Unclean or unsanitary food contact surfaces,93,3.5
155 Columbus Ave,37.79674195,-122.4050465,Comstock Saloon,Moderate Risk,Moderate risk food holding temperature,92,4
1552 Polk St,37.79139653,-122.4207089,Common Sage,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,4
562 Green St,37.79976,-122.40841,Columbus Cafe,Low Risk,Unclean nonfood contact surfaces,98,4
995 Ellis St,37.783636,-122.422446,College Market,Moderate Risk,Moderate risk food holding temperature,77,4
438 Geary St,37.78716065,-122.4106367,Colibri Mexican Bistro,Low Risk,Other low risk violation,85,4
508 4th St,37.779267,-122.398018,Coin-Op Game Room,High Risk,Improper cooling methods,87,4.5
373 Broadway,37.7981428,-122.4034996,Coi,Moderate Risk,Noncompliance with HAACP plan or variance,92,4
1206 Masonic Ave,37.7700381,-122.4451237,Coffee to the People,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,94,3.5
3325 24th St,37.75206868,-122.419054,Coffee Mission,Low Risk,Unclean unmaintained or improperly constructed toilet facilities,81,4
101 Montgomery St,37.7903925,-122.4021594,Coffee Bar,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,91,4
1521 Hyde St,37.7948581,-122.4183072,Cocotte,High Risk,High risk vermin infestation,87,4
3251 20th Ave,37.72780451,-122.4765697,Cocola Bakery,No Risk,No violation found,100,3.5
3251 20th Ave,37.72780451,-122.4765697,Cocola Bakery,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,84,3.5
3251 20th Ave,37.72780451,-122.4765697,Cocola Bakery,Moderate Risk,Inadequate and inaccessible handwashing facilities,88.33333333,3.5
3251 20th Ave,37.72780451,-122.4765697,Cocola Bakery,Moderate Risk,Foods not protected from contamination,93,3.5
3251 20th Ave,37.72780451,-122.4765697,Cocola Bakery,Low Risk,Unclean or degraded floors walls or ceilings,69,3.5
550 Taylor St,37.78771,-122.41139,Cocobang,Moderate Risk,Inadequate and inaccessible handwashing facilities,86,3.5
652 Market St,37.78846,-122.40294,CoCo Fresh Tea & Juice,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,3.5
652 Market St,37.78846,-122.40294,CoCo Fresh Tea & Juice,High Risk,Unclean or unsanitary food contact surfaces,91,3.5
,37.77319,-122.41006,Cochinita,Moderate Risk,Moderate risk food holding temperature,94,4.5
30 Battery St,37.79176322,-122.3995416,Coast Poke Counter,No Risk,No violation found,100,3
30 Battery St,37.79176322,-122.3995416,Coast Poke Counter,Low Risk,Permit license or inspection report not posted,98,3
30 Battery St,37.79176322,-122.3995416,Coast Poke Counter,Low Risk,Improper or defective plumbing,94,3
1653 Polk St,37.7921731,-122.42106,Co Nam,Moderate Risk,Foods not protected from contamination,94,4
543 Divisadero St,37.77462,-122.43805,Club Waziema,Moderate Risk,Insufficient hot water or running water,92,3.5
1581 Webster St,37.7852337,-122.4315788,Club Mari's,Low Risk,Permit license or inspection report not posted,85,3
1511 Haight St,37.7698165,-122.4472234,Club Deluxe,Low Risk,Unapproved or unmaintained equipment or utensils,98,4
1401 Valencia St,37.75038,-122.42031,Clooney's Pub,Moderate Risk,Foods not protected from contamination,90,3.5
200 Clement St,37.78311713,-122.4612415,Clement Street Farmers Market,Low Risk,Unapproved or unmaintained equipment or utensils,92,4.5
617 Clement St,37.78266525,-122.4659119,Clement BBQ,Moderate Risk,Insufficient hot water or running water,71,4
385 W Portal Ave,37.736615,-122.4702,Clay Oven Indian Restaurant,Low Risk,Unclean or degraded floors walls or ceilings,81,3.5
1689 Church St,37.7438745,-122.4267048,Clay Oven Indian Cuisine,Moderate Risk,Foods not protected from contamination,90,3
3960 Irving St,37.76267,-122.50042,Clancey's Market & Deli,Low Risk,Improper food storage,98,4.5
951 Geneva Ave,37.71613,-122.43998,Claddagh Coffee,Moderate Risk,Inadequate and inaccessible handwashing facilities,90,3
333 O'Farrell St,37.78564,-122.41041,Cityscape Lounge,No Risk,No violation found,100,4
333 O'Farrell St,37.78564,-122.41041,Cityscape Lounge,Moderate Risk,Insufficient hot water or running water,94,4
333 O'Farrell St,37.78564,-122.41041,Cityscape Lounge,Low Risk,Unapproved or unmaintained equipment or utensils,98,4
333 O'Farrell St,37.78564,-122.41041,Cityscape Lounge,Low Risk,Inadequate warewashing facilities or equipment,98,4
662 Commercial St,37.7943,-122.40409,City View Restaurant,High Risk,Unclean hands or improper use of gloves,79,4
1108 Stockton St,37.796066,-122.408012,City Super,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,80,3.5
883 Bush St,37.78966691,-122.411567,City Chopsticks,Low Risk,Low risk vermin infestation,92,3.5
1148 Mission St,37.778502,-122.4121893,City Beer Store,Low Risk,Permit license or inspection report not posted,90,4.5
400 Jefferson St,37.80793877,-122.419271,Cioppino's,High Risk,Improper cooling methods,85,3.5
2084 Hayes St,37.7733893,-122.4508278,Cindy's Market,Low Risk,Unapproved or unmaintained equipment or utensils,98,4.5
436 Balboa St,37.77745,-122.46374,Cinderella Bakery & Cafe,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4
2257 Mason St,37.80449,-122.41356,Cilantro SF Taqueria,Moderate Risk,Foods not protected from contamination,94,4
850 Montgomery St,37.7970048,-122.4035724,Cigar Bar & Grill,Low Risk,Unapproved or unmaintained equipment or utensils,92,3.5
300 Church St,37.765895,-122.428985,Church Street Groceteria,Moderate Risk,Foods not protected from contamination,96,4.5
260 Church St,37.76639,-122.429053,Church Street Cafe,No Risk,No violation found,100,4
1402 Grant Ave,37.79985599,-122.4073673,Church Key,Low Risk,Improper storage of equipment utensils or linens,98,4
1849 Lincoln Way,37.7652378,-122.4781776,Chug Pub,Moderate Risk,Inadequate and inaccessible handwashing facilities,90,4
2030 Lombard St,37.8000747,-122.4354078,Chubby Noodle Chinese Take Out,Low Risk,Permit license or inspection report not posted,98,4
570 Green St,37.7997609,-122.4085676,Chubby Noodle,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,4
570 Green St,37.7997609,-122.4085676,Chubby Noodle,Low Risk,Permit license or inspection report not posted,88,4
401 Hayes St,37.77673,-122.42318,Christopher Elbow Chocolates,No Risk,No violation found,100,4.5
1 United Nations Plz,37.7803612,-122.4130282,Christine's Sausage,No Risk,No violation found,100,5
1926 Broderick St,37.78868,-122.44201,Christa Wonderful Market,Moderate Risk,Inadequate and inaccessible handwashing facilities,84,4.5
Pier 39,37.80910389,-122.4102392,Chowders,No Risk,No violation found,100,3.5
Pier 39,37.80910389,-122.4102392,Chowders,Low Risk,Unapproved or unmaintained equipment or utensils,94,3.5
Pier 39,37.80910389,-122.4102392,Chowders,Low Risk,Improper storage use or identification of toxic substances,96,3.5
Pier 39,37.80910389,-122.4102392,Chowders,Low Risk,Improper or defective plumbing,94,3.5
Pier 39,37.80910389,-122.4102392,Chowders,Low Risk,Improper food storage,98,3.5
2890 Taylor St,37.80878111,-122.4156385,Chowder Hut Fresh Grill,Low Risk,Low risk vermin infestation,98,3
248 Fillmore St,37.77185255,-122.4302821,Choux,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,98,4
2500 Washington St,37.791795,-122.434541,Chouquet's,Low Risk,Inadequate ventilation or lighting,82,3.5
4615 Mission St,37.72434,-122.43471,Chopsticks,High Risk,High risk food holding temperature,79,4
915 Kearny St,37.796386,-122.4053411,Chong Qing Xiao Mian,High Risk,Unclean or unsanitary food contact surfaces,74,4
428 11th St,37.769813,-122.412017,Chomp Station,No Risk,No violation found,100,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Moderate Risk,Reservice of previously served foods,96,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Moderate Risk,Moderate risk food holding temperature,96,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,88,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,88.66666667,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Unclean nonfood contact surfaces,91.33333333,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Permit license or inspection report not posted,91.75,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Other low risk violation,87,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Low risk vermin infestation,96,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Improper storage of equipment utensils or linens,85,4.5
428 11th St,37.769813,-122.412017,Chomp Station,Low Risk,Food safety certificate or food handler card not available,96,4.5
428 11th St,37.769813,-122.412017,Chomp Station,High Risk,Sewage or wastewater contamination,93,4.5
